Day,Dai,SUSD,DUSD_trade_only,DUSD
,0.9983210322946459,0.8470618224336772,0.9195842569084055,0.9195842569084055
,0.9913101288376103,0.970561355398498,0.9808783468923484,0.9808783468923484
,0.99461967445392,0.9661197326098944,0.9802636038820116,0.9802636038820116
,1.0033610480322328,0.9750273115736005,0.9890901752790925,0.9890901752790925
,0.9980721630528708,0.9944932574104349,0.9962785377989322,0.9962785377989322
,0.9951789367526033,0.949184688089938,0.9719072818151868,0.9719072818151868
,0.9955517639844423,0.9816678087313421,0.9885828861900718,0.9885828861900718
,0.99937911484284,0.9792175501946556,0.9892444436021146,0.9892444436021146
,0.9982416017938769,0.9699287278080965,0.9839808253380731,0.9839808253380731
,0.9996778157989938,0.9579391844157399,0.9785835018002106,0.9785835018002106
,1.0016255128311655,0.969926728653226,0.9856461889600928,0.9856461889600928
,1.0016701197682019,0.9515272500249833,0.976274331347077,0.976274331347077
,1.000658651642255,0.93017267430109,0.9647697202724129,0.9647697202724129
,1.0055549726342838,0.9179372860775602,0.9607454029574446,0.9607454029574446
,1.0062604153398123,0.9388546476786155,0.9719709331301284,0.9719709331301284
Mar,1.0017612588415212,0.9413558479547411,0.9710865349911599,0.9710865349911599
,1.0157610473297967,0.9578033510064261,0.9863541072688595,0.9863541072688595
,1.0013303419976693,0.94012132828314,0.9702408269530144,0.9702408269530144
,1.0005239678898248,0.9578311277488358,0.9789423759048207,0.9789423759048207
,1.0011585884975858,0.95783459782648,0.9792545665131394,0.9792545665131394
,1.0018665661856252,0.9604437748613964,0.9809340768832419,0.9809340768832419
,1.0009370617587134,0.9441062340214589,0.9721039917469386,0.9721039917469386
,1.0011100918922584,0.9466213239595942,0.9734821001027342,0.9734821001027342
,0.999634001400076,0.910563862896547,0.9540576719279431,0.9540576719279431
,1.0133454590832365,0.9515277188568639,0.9819477994818672,0.9819477994818672
,1.0035791583102287,0.9585522776876229,0.9808049220952509,0.9808049220952509
,1.028993670663757,0.9736725731355949,1.0009485141654852,1
,1.0585118673161018,0.8365333871716181,0.9401057386986691,0.9410007020288308
,1.0221261501217984,0.9615094409234402,0.9913556473649497,0.9913556473649497
,1.0338959489599941,0.9610300259281751,0.9967984529594024,0.9967984529594024
,1.0360321010623947,0.9766939484462749,1.005926654649135,1
,1.0425820781716553,1.0570283518821848,1.0435964642035847,0.9999999999999998
,1.0211502331022064,1.03,0.9769334670933322,1.0000000000000002
,1.0197913375907521,1.0186057983074506,0.9937915497917701,1
,1.0216763101118604,0.9969236673228946,0.9902135983902574,1
,1.0270024382553724,1.0006352871303115,1.0044678240792924,0.9999999999999998
,1.0158880378233444,0.9660837799618575,0.9772522449687916,0.9906358447087162
,1.0230456487018709,0.9946092617602695,1.0086893595560729,1.0000000000000002
,1.0345524436413382,1.0137788103844876,1.0152525880618162,1
,1.0282594563087681,0.9897231822370901,0.9850547493106414,1.0000000000000002
,1.0234829854420586,0.9844271881653236,0.9950018449918638,1
,1.022168142467542,1.0023810873776908,1.0084293826840838,1
,1.0158260627511206,0.9443531907315419,0.9676076754620299,0.9793861601647419
,1.0232830596300926,0.9960626219963225,1.0095276836620601,0.9999999999999998
,1.0288726162454438,0.9804188229782167,0.9948220735981799,1.0000000000000002
,1.011618462830379,1.0485001626643953,1.0254299761914705,1.0000000000000002
Apr,1.0146732672736998,1.0571359096750104,1.0056246216380174,1
,1.0276849750534407,0.9909542108035377,0.9743798257954172,1.0000000000000002
,1.0162269655553686,0.993661554751684,0.9957671733504915,1
,1.01660695117564,0.9928416811514783,0.9997742278481779,1
,1.0077521233098292,0.9927979909274679,0.9956134812323213,0.9995344589825497
,1.0141018257696253,0.9919690968807837,1.0022597105540016,1
,1.0132309738366407,1.0249428704190193,1.0160479597234724,1
,1.0355420371733384,0.97919474005736,0.9881306073688538,1
,1.020983587133946,0.9942779211163306,1.0005640127719249,1
,1.0194914502089116,0.9840187729810761,0.9941003090463822,1.0000000000000002
,1.0167789006981156,0.9875749579010037,1.0004717081727772,1
,1.0226139807441217,1.0047827887850567,1.0115646884011436,1
,1.0103706554038494,0.9830900820038205,0.9832072311402344,0.9965388284892626
,1.0202875389667503,0.9887912308967185,1.0043162573933742,1
,1.0185738531728372,0.996792243318081,1.0031941556223705,1
,1.0156976981885217,1.013913093263989,1.0071264808949125,1
,1.0280919317711896,0.9953007805475372,0.9968057884617719,0.9999999999999998
,1.018614741290811,0.9994079213076663,0.9974318357755845,1
,1.0183649932705614,1.0054234405933258,1.0028820600779311,0.9999999999999998
,1.012430541962875,0.9700487759290828,0.9793843821254983,0.9908936396946674
,1.0154811227756186,0.9984993675919348,1.006833029680004,0.9999999999999998
,1.0116988778440363,0.9905094681299812,0.9941344548558461,1.0000000000000002
,1.0155935815041803,0.9921489937650996,1.0027518510439806,1
,1.0112255175327485,0.9866545163328438,0.9950803321057682,0.9987395272600931
,1.0121260250483017,1.006599095905867,1.0092325295273425,1
,1.0123060272360334,1.006531653536734,1.0000554152674364,1
,1.0081031838112955,1.012636027917759,1.0009434725909476,1.0000000000000002
,1.0146647767899108,1.0116122551333089,1.0027418791032632,1.0000000000000002
,1.0107295147449078,1.0124779750208697,0.9984858933688252,1
,1.008369227626776,1.0081773583534033,0.9967081186898799,0.9999999999999998
May,1.0157523359595033,0.994381148820237,0.9967634315418932,1
