Day,Dai,SUSD,DUSD_trade_only,DUSD
Jan,0.9726058008924008,0.9914121257429911,0.9819639472822091,0.9819639472822091
,0.978826383556656,0.9752296765208737,0.9770263851806137,0.9770263851806137
,0.98787714642571,1.0017061285318232,0.9947676216766561,0.9947676216766561
,0.9701337426756221,0.9852359939267237,0.9776557222612229,0.9776557222612229
,0.9811010361823272,0.9841730791762395,0.9826358751097728,0.9826358751097728
,0.99868002674042,0.9958779159325651,0.9972780068822309,0.9972780068822309
,0.9956359758022523,1.0043861620013292,1.0000015208798265,1.0000000000000002
,1.0004055374300225,0.991335984129385,0.9958589483815125,0.9958604623924959
,1.0027315646284447,0.9882235659460302,0.9954511629032571,0.9954511629032571
,1.0066311782430477,0.9986228418678388,1.002619043941991,1.0000000000000002
,0.9946082949190382,0.9987916021673718,0.9940942098197739,0.9966967936275769
,1.0011028036381404,0.9860880268795924,0.9935661002589833,0.9935661002589833
,0.9930822014257257,0.9942653647026367,0.9936726583894016,0.9936726583894016
,1.003530723355194,0.9956460965178631,0.9995796838373062,0.9995796838373062
,0.9971617186713293,0.9691449582215561,0.9830526035759573,0.9830526035759573
,0.9961147216136393,0.9914885666262817,0.993798016805283,0.993798016805283
,0.9926702410381791,0.9891752429757883,0.9909202686684796,0.9909202686684796
,0.9908555390638011,0.9809507268881242,0.9858897682544833,0.9858897682544833
,0.996875695797804,0.9749754008053904,0.9858638145899369,0.9858638145899369
,0.9933925837295969,0.9701514174337709,0.9817023067431422,0.9817023067431422
,0.9936940350326489,0.9955851949782105,0.9946382408792653,0.9946382408792653
,0.9944358105287344,0.9895116738337214,0.9919697662870762,0.9919697662870762
,1.0015289410530894,0.9832602599650453,0.9923516443102226,0.9923516443102226
,0.9970788904190244,0.9816964804906858,0.9893568764063224,0.9893568764063224
,0.9969064316551488,0.9778104562411316,0.9873113660244168,0.9873113660244168
,1.003130551775534,0.9809369527157472,0.991970771654602,0.991970771654602
,0.9985682257719072,1.0205083480179722,1.0094777626335634,1
,1.006833924532294,0.9875773494605545,0.9877961580152778,0.9971564830405962
,0.9950014015342008,0.9906472626308527,0.992819270907526,0.992819270907526
,0.9964017842515547,0.9801350059078385,0.9882322669633109,0.9882322669633109
Feb,0.9957237797993543,1.0027479500390635,0.9992270101655302,0.9992270101655302
,0.9952900349470037,0.9734845437373776,0.9843242743930776,0.9843242743930776
,0.9974633291392077,0.9713038740916502,0.9842940667905262,0.9842940667905262
,0.9973003461706084,0.9690664565391489,0.9830794171666862,0.9830794171666862
,1.002104738554442,0.9664272128673959,0.9841016767840296,0.9841016767840296
,0.9950501206830759,0.9611883910997799,0.9779700969085425,0.9779700969085425
,1.0028798373478325,0.9557161421329501,0.9790114047503459,0.9790114047503459
,1.0054763464136693,0.987678899570052,0.9965352391592857,0.9965352391592857
,0.9981917093287868,0.988431763655312,0.9932971063597112,0.9932971063597112
,1.0028573170706314,0.9885222255103302,0.9956613249320613,0.9956613249320613
,1.0002149214245852,0.9747089990662776,0.9873769821491367,0.9873769821491367
,0.9970840129115716,0.9823799320990325,0.9897020388994527,0.9897020388994527
,1.0012318652404082,0.9831903890544492,0.9921674877362516,0.9921674877362516
,1.0016264036300981,0.9805157290552412,0.9910122268088846,0.9910122268088846
